id,path,title,item_type,mime_type,size_bytes,modified_time,parent_id,url,inspection_status
"18MowaVhlRavxoJOfbGZS-pOg9OvfHWr9","/2026/Teaching and Learning Programs/2. Pastures & Cropping/3.1 Soil Health and Management in Pastures and Crops.pptx","3.1 Soil Health and Management in Pastures and Crops.pptx","file","application/vnd.openxmlformats-officedocument.presentationml.presentation","14741295","2026-01-28T01:06:08.000Z","1luwUV9ltRyALgIaUKaLYALqvKkOO_kzK","https://docs.google.com/presentation/d/18MowaVhlRavxoJOfbGZS-pOg9OvfHWr9/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1DIYJFXA0mJVtrMSKFNaqp_ERGAgkAIaG","/2026/Teaching and Learning Programs/2. Pastures & Cropping/3.2 Soil Health and Management in Pastures and Crops.docx","3.2 Soil Health and Management in Pastures and Crops.docx","file","application/vnd.openxmlformats-officedocument.wordprocessingml.document","1800939","2026-01-28T01:06:16.000Z","1luwUV9ltRyALgIaUKaLYALqvKkOO_kzK","https://docs.google.com/document/d/1DIYJFXA0mJVtrMSKFNaqp_ERGAgkAIaG/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1Rj2Vk0lOtbka3ThAAmihziFwsZWGWJw8","/2026/Teaching and Learning Programs/2. Pastures & Cropping/4.1 Agriculture Technology in Plant Systems.pptx","4.1 Agriculture Technology in Plant Systems.pptx","file","application/vnd.openxmlformats-officedocument.presentationml.presentation","10459360","2026-01-28T01:06:20.000Z","1luwUV9ltRyALgIaUKaLYALqvKkOO_kzK","https://docs.google.com/presentation/d/1Rj2Vk0lOtbka3ThAAmihziFwsZWGWJw8/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1MqioOpHbhZTpGfc8p0C_svRlKEepDHQT","/2026/Teaching and Learning Programs/2. Pastures & Cropping/4.2 Agriculture Technology in Plant Systems.docx","4.2 Agriculture Technology in Plant Systems.docx","file","application/vnd.openxmlformats-officedocument.wordprocessingml.document","1801089","2026-01-28T01:06:21.000Z","1luwUV9ltRyALgIaUKaLYALqvKkOO_kzK","https://docs.google.com/document/d/1MqioOpHbhZTpGfc8p0C_svRlKEepDHQT/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"18XFwZumH6sHlE-WFwGyYbJmWH4ISM_fM","/2026/Teaching and Learning Programs/2. Pastures & Cropping/5.1 Managing Pasture Deterioration.pptx","5.1 Managing Pasture Deterioration.pptx","file","application/vnd.openxmlformats-officedocument.presentationml.presentation","26865947","2026-01-28T01:06:26.000Z","1luwUV9ltRyALgIaUKaLYALqvKkOO_kzK","https://docs.google.com/presentation/d/18XFwZumH6sHlE-WFwGyYbJmWH4ISM_fM/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1rdghPtx0oinAIF63mvJUtC43Asd2PV9P","/2026/Teaching and Learning Programs/2. Pastures & Cropping/5.2 Managing Pasture Deterioration.docx","5.2 Managing Pasture Deterioration.docx","file","application/vnd.openxmlformats-officedocument.wordprocessingml.document","1800859","2026-01-28T01:06:26.000Z","1luwUV9ltRyALgIaUKaLYALqvKkOO_kzK","https://docs.google.com/document/d/1rdghPtx0oinAIF63mvJUtC43Asd2PV9P/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"11_X9xfyCuodLF04bmFNXV1Re49hxEFgV","/2026/Teaching and Learning Programs/2. Pastures & Cropping/6.1 Finance Analysis in Cropping.pptx","6.1 Finance Analysis in Cropping.pptx","file","application/vnd.openxmlformats-officedocument.presentationml.presentation","3241600","2026-01-28T01:06:32.000Z","1luwUV9ltRyALgIaUKaLYALqvKkOO_kzK","https://docs.google.com/presentation/d/11_X9xfyCuodLF04bmFNXV1Re49hxEFgV/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1J0A-L1DJttzH6eyaugptycmMSvyo779I","/2026/Teaching and Learning Programs/2. Pastures & Cropping/6.2 Finance Analysis in Cropping.docx","6.2 Finance Analysis in Cropping.docx","file","application/vnd.openxmlformats-officedocument.wordprocessingml.document","1801729","2026-01-28T01:06:33.000Z","1luwUV9ltRyALgIaUKaLYALqvKkOO_kzK","https://docs.google.com/document/d/1J0A-L1DJttzH6eyaugptycmMSvyo779I/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1Ef_zJSChqQqL2wVC6KdEZ-mr6E3hrp99","/2026/Teaching and Learning Programs/2. Pastures & Cropping/7.1 Crop Monitoring & Importance.pptx","7.1 Crop Monitoring & Importance.pptx","file","application/vnd.openxmlformats-officedocument.presentationml.presentation","46371404","2026-01-28T01:06:39.000Z","1luwUV9ltRyALgIaUKaLYALqvKkOO_kzK","https://docs.google.com/presentation/d/1Ef_zJSChqQqL2wVC6KdEZ-mr6E3hrp99/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1-svagvXjmeDqdE3dw15mCv9Cw-4d8aLj","/2026/Teaching and Learning Programs/2. Pastures & Cropping/7.2 Crop Monitoring & Importance.docx","7.2 Crop Monitoring & Importance.docx","file","application/vnd.openxmlformats-officedocument.wordprocessingml.document","1801301","2026-01-28T01:06:48.000Z","1luwUV9ltRyALgIaUKaLYALqvKkOO_kzK","https://docs.google.com/document/d/1-svagvXjmeDqdE3dw15mCv9Cw-4d8aLj/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1OTqqfjQYCRgSjf_P4cZ8dd7zyube2ugf","/2026/Teaching and Learning Programs/2. Pastures & Cropping/8.1 Weed, Pest and Disease Management.pptx","8.1 Weed, Pest and Disease Management.pptx","file","application/vnd.openxmlformats-officedocument.presentationml.presentation","31575001","2026-01-28T01:06:54.000Z","1luwUV9ltRyALgIaUKaLYALqvKkOO_kzK","https://docs.google.com/presentation/d/1OTqqfjQYCRgSjf_P4cZ8dd7zyube2ugf/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1DDLfid4UC_XAAnUbF9Ridqmxnh5llehk","/2026/Teaching and Learning Programs/2. Pastures & Cropping/8.2 Weed, Pest and Disease Management.docx","8.2 Weed, Pest and Disease Management.docx","file","application/vnd.openxmlformats-officedocument.wordprocessingml.document","1800632","2026-01-28T01:06:53.000Z","1luwUV9ltRyALgIaUKaLYALqvKkOO_kzK","https://docs.google.com/document/d/1DDLfid4UC_XAAnUbF9Ridqmxnh5llehk/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"12DMWT72ziiF4uc2o9kNN_ZKzBIqKBrVA","/2026/Teaching and Learning Programs/2. Pastures & Cropping/9.1 Sustainability & Environmental Management.pptx","9.1 Sustainability & Environmental Management.pptx","file","application/vnd.openxmlformats-officedocument.presentationml.presentation","10909345","2026-01-28T01:06:56.000Z","1luwUV9ltRyALgIaUKaLYALqvKkOO_kzK","https://docs.google.com/presentation/d/12DMWT72ziiF4uc2o9kNN_ZKzBIqKBrVA/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"18_imnvu22VR41tLr_mc9_aGRuxrlGSH0","/2026/Teaching and Learning Programs/2. Pastures & Cropping/9.2 Sustainability & Environmental Management.docx","9.2 Sustainability & Environmental Management.docx","file","application/vnd.openxmlformats-officedocument.wordprocessingml.document","1800325","2026-01-28T01:06:58.000Z","1luwUV9ltRyALgIaUKaLYALqvKkOO_kzK","https://docs.google.com/document/d/18_imnvu22VR41tLr_mc9_aGRuxrlGSH0/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1_wlFiCC6yKovhkEg6gfapyxVWZ88pYDf","/2026/Teaching and Learning Programs/3. Prime Lamb Production","3. Prime Lamb Production","folder","application/vnd.google-apps.folder","","2026-01-28T00:58:51.798Z","1fsDGq71FrHfnko_g3rlhUjQL4-1Y1EVn","https://drive.google.com/drive/folders/1_wlFiCC6yKovhkEg6gfapyxVWZ88pYDf","listed"
"1D7ErY-_eIaJytaVvqTO9_eM0PZzrrqRs","/2026/Teaching and Learning Programs/3. Prime Lamb Production/0.1 Prime Lamb Production Program.docx","0.1 Prime Lamb Production Program.docx","file","application/vnd.openxmlformats-officedocument.wordprocessingml.document","25869","2026-01-28T01:09:26.000Z","1_wlFiCC6yKovhkEg6gfapyxVWZ88pYDf","https://docs.google.com/document/d/1D7ErY-_eIaJytaVvqTO9_eM0PZzrrqRs/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1FBy6DFci-mvcP5qg7NEPMwCzIgnvYauq","/2026/Teaching and Learning Programs/3. Prime Lamb Production/1.1 Introduction to Prime Lamb Breeding Systems.pptx","1.1 Introduction to Prime Lamb Breeding Systems.pptx","file","application/vnd.openxmlformats-officedocument.presentationml.presentation","1451686","2026-01-28T01:09:36.000Z","1_wlFiCC6yKovhkEg6gfapyxVWZ88pYDf","https://docs.google.com/presentation/d/1FBy6DFci-mvcP5qg7NEPMwCzIgnvYauq/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1iEZm-O8hSkNb4RgNOjih8OizygdgK0x0","/2026/Teaching and Learning Programs/3. Prime Lamb Production/1.2 Introduction to Prime Lamb Breeding Systems.docx","1.2 Introduction to Prime Lamb Breeding Systems.docx","file","application/vnd.openxmlformats-officedocument.wordprocessingml.document","4444785","2026-01-28T01:09:38.000Z","1_wlFiCC6yKovhkEg6gfapyxVWZ88pYDf","https://docs.google.com/document/d/1iEZm-O8hSkNb4RgNOjih8OizygdgK0x0/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"12fer3uFRTlWsO6tgkmRu24qCZSfscZve","/2026/Teaching and Learning Programs/3. Prime Lamb Production/10.1 Farm Business & Profitability .pptx","10.1 Farm Business & Profitability .pptx","file","application/vnd.openxmlformats-officedocument.presentationml.presentation","1133968","2026-01-28T01:10:23.000Z","1_wlFiCC6yKovhkEg6gfapyxVWZ88pYDf","https://docs.google.com/presentation/d/12fer3uFRTlWsO6tgkmRu24qCZSfscZve/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1Gyqd7nKfLfawQ35fC94LQpsncZpBMT7x","/2026/Teaching and Learning Programs/3. Prime Lamb Production/10.2 Farm Business & Profitability .docx","10.2 Farm Business & Profitability .docx","file","application/vnd.openxmlformats-officedocument.wordprocessingml.document","1720654","2026-01-28T01:10:25.000Z","1_wlFiCC6yKovhkEg6gfapyxVWZ88pYDf","https://docs.google.com/document/d/1Gyqd7nKfLfawQ35fC94LQpsncZpBMT7x/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1u_J-Xm_QiCcOcAtM_EWRKYpZ29pMAk1M","/2026/Teaching and Learning Programs/3. Prime Lamb Production/2.1 Reproductive Technologies (AI & Embryo Transfer).pptx","2.1 Reproductive Technologies (AI & Embryo Transfer).pptx","file","application/vnd.openxmlformats-officedocument.presentationml.presentation","1357544","2026-01-28T01:09:39.000Z","1_wlFiCC6yKovhkEg6gfapyxVWZ88pYDf","https://docs.google.com/presentation/d/1u_J-Xm_QiCcOcAtM_EWRKYpZ29pMAk1M/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1IGd0RMbA1msGKaa1RM302kI0mhE8oXDf","/2026/Teaching and Learning Programs/3. Prime Lamb Production/2.2 Reproductive Technologies (AI & Embryo Transfer).docx","2.2 Reproductive Technologies (AI & Embryo Transfer).docx","file","application/vnd.openxmlformats-officedocument.wordprocessingml.document","1720386","2026-01-28T01:09:41.000Z","1_wlFiCC6yKovhkEg6gfapyxVWZ88pYDf","https://docs.google.com/document/d/1IGd0RMbA1msGKaa1RM302kI0mhE8oXDf/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1zJh4GjiFxtBjN7NqwAPYijpKG8Ix5a7U","/2026/Teaching and Learning Programs/3. Prime Lamb Production/3.1 Sheep Nutrition.pptx","3.1 Sheep Nutrition.pptx","file","application/vnd.openxmlformats-officedocument.presentationml.presentation","9762456","2026-01-28T01:09:45.000Z","1_wlFiCC6yKovhkEg6gfapyxVWZ88pYDf","https://docs.google.com/presentation/d/1zJh4GjiFxtBjN7NqwAPYijpKG8Ix5a7U/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1KRXCOq87nCbVilA2YbKzoI54K2Jf8Kus","/2026/Teaching and Learning Programs/3. Prime Lamb Production/3.2 Sheep Nutrition.docx","3.2 Sheep Nutrition.docx","file","application/vnd.openxmlformats-officedocument.wordprocessingml.document","1718839","2026-01-28T01:09:45.000Z","1_wlFiCC6yKovhkEg6gfapyxVWZ88pYDf","https://docs.google.com/document/d/1KRXCOq87nCbVilA2YbKzoI54K2Jf8Kus/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1EboPNiWy-qLoLS-PAqJSD33n_LcE7HJd","/2026/Teaching and Learning Programs/3. Prime Lamb Production/4.1 Pasture Sampling and Feed Availability.pptx","4.1 Pasture Sampling and Feed Availability.pptx","file","application/vnd.openxmlformats-officedocument.presentationml.presentation","19911679","2026-01-28T01:09:52.000Z","1_wlFiCC6yKovhkEg6gfapyxVWZ88pYDf","https://docs.google.com/presentation/d/1EboPNiWy-qLoLS-PAqJSD33n_LcE7HJd/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"14z0Kwfg-Flx-A90L_KGmAKCqccUtFAM4","/2026/Teaching and Learning Programs/3. Prime Lamb Production/4.2 Pasture Sampling and Feed Availability.docx","4.2 Pasture Sampling and Feed Availability.docx","file","application/vnd.openxmlformats-officedocument.wordprocessingml.document","1719604","2026-01-28T01:09:51.000Z","1_wlFiCC6yKovhkEg6gfapyxVWZ88pYDf","https://docs.google.com/document/d/14z0Kwfg-Flx-A90L_KGmAKCqccUtFAM4/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"CONTROLLED-ANSWER-2","/2026/[controlled answer material omitted from public release]","Controlled answer material inspected; title and identifier not published","file","controlled","","","","","content_read_not_published"
"1j36dojXaa5bI658StdJ_nGBZBuCxoPb7","/2026/Teaching and Learning Programs/3. Prime Lamb Production/5.1 Prime Lamb Management Calendar.pptx","5.1 Prime Lamb Management Calendar.pptx","file","application/vnd.openxmlformats-officedocument.presentationml.presentation","13821234","2026-01-28T01:09:57.000Z","1_wlFiCC6yKovhkEg6gfapyxVWZ88pYDf","https://docs.google.com/presentation/d/1j36dojXaa5bI658StdJ_nGBZBuCxoPb7/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1tuUwBsJgP0LrI96rv_gscHPzGF_xckrW","/2026/Teaching and Learning Programs/3. Prime Lamb Production/5.2 Prime Lamb Management Calendar.docx","5.2 Prime Lamb Management Calendar.docx","file","application/vnd.openxmlformats-officedocument.wordprocessingml.document","1720478","2026-01-28T01:09:58.000Z","1_wlFiCC6yKovhkEg6gfapyxVWZ88pYDf","https://docs.google.com/document/d/1tuUwBsJgP0LrI96rv_gscHPzGF_xckrW/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1pE8VZm1MBThgPy14N5ed307k-ciwfpNZ","/2026/Teaching and Learning Programs/3. Prime Lamb Production/6.1 Technology in Prime Lamb Production.pptx","6.1 Technology in Prime Lamb Production.pptx","file","application/vnd.openxmlformats-officedocument.presentationml.presentation","7836532","2026-01-28T01:10:01.000Z","1_wlFiCC6yKovhkEg6gfapyxVWZ88pYDf","https://docs.google.com/presentation/d/1pE8VZm1MBThgPy14N5ed307k-ciwfpNZ/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1NzAio7irmviael3TBEvp1f4gpcsHD9gp","/2026/Teaching and Learning Programs/3. Prime Lamb Production/6.2 Technology in Prime Lamb Production.docx","6.2 Technology in Prime Lamb Production.docx","file","application/vnd.openxmlformats-officedocument.wordprocessingml.document","1720483","2026-01-28T01:10:04.000Z","1_wlFiCC6yKovhkEg6gfapyxVWZ88pYDf","https://docs.google.com/document/d/1NzAio7irmviael3TBEvp1f4gpcsHD9gp/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"12zThPTZmGdxj0suObS_-cnsqjV9afLm-","/2026/Teaching and Learning Programs/3. Prime Lamb Production/7.1 Genetic Engineering & Ethics.pptx","7.1 Genetic Engineering & Ethics.pptx","file","application/vnd.openxmlformats-officedocument.presentationml.presentation","5307650","2026-01-28T01:10:10.000Z","1_wlFiCC6yKovhkEg6gfapyxVWZ88pYDf","https://docs.google.com/presentation/d/12zThPTZmGdxj0suObS_-cnsqjV9afLm-/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1CB144_BCehD92rscpuFNgn5sLdNZ1-kV","/2026/Teaching and Learning Programs/3. Prime Lamb Production/7.2 Genetic Engineering & Ethics.docx","7.2 Genetic Engineering & Ethics.docx","file","application/vnd.openxmlformats-officedocument.wordprocessingml.document","1719974","2026-01-28T01:10:12.000Z","1_wlFiCC6yKovhkEg6gfapyxVWZ88pYDf","https://docs.google.com/document/d/1CB144_BCehD92rscpuFNgn5sLdNZ1-kV/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1lvNRAYJvSUJkL8ySfQaxCM-shmyh5xQs","/2026/Teaching and Learning Programs/3. Prime Lamb Production/8.1 Animal Welfare & Husbandry.pptx","8.1 Animal Welfare & Husbandry.pptx","file","application/vnd.openxmlformats-officedocument.presentationml.presentation","1477875","2026-01-28T01:10:14.000Z","1_wlFiCC6yKovhkEg6gfapyxVWZ88pYDf","https://docs.google.com/presentation/d/1lvNRAYJvSUJkL8ySfQaxCM-shmyh5xQs/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1P1mzXXvmXcchYRYjAms50TEwHeWqgqxW","/2026/Teaching and Learning Programs/3. Prime Lamb Production/8.2 Animal Welfare & Husbandry.docx","8.2 Animal Welfare & Husbandry.docx","file","application/vnd.openxmlformats-officedocument.wordprocessingml.document","1719119","2026-01-28T01:10:17.000Z","1_wlFiCC6yKovhkEg6gfapyxVWZ88pYDf","https://docs.google.com/document/d/1P1mzXXvmXcchYRYjAms50TEwHeWqgqxW/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1sMT2fGFmg6CJnYPGLDpy9j-nl8ot0SAn","/2026/Teaching and Learning Programs/3. Prime Lamb Production/9.1 WHS and Risk Assessment.pptx","9.1 WHS and Risk Assessment.pptx","file","application/vnd.openxmlformats-officedocument.presentationml.presentation","1950303","2026-01-28T01:10:19.000Z","1_wlFiCC6yKovhkEg6gfapyxVWZ88pYDf","https://docs.google.com/presentation/d/1sMT2fGFmg6CJnYPGLDpy9j-nl8ot0SAn/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1bg9Z5VQd-zohzBpER5P8RiQoS5xGJzsb","/2026/Teaching and Learning Programs/3. Prime Lamb Production/9.2 WHS and Risk Assessment.docx","9.2 WHS and Risk Assessment.docx","file","application/vnd.openxmlformats-officedocument.wordprocessingml.document","1720152","2026-01-28T01:10:22.000Z","1_wlFiCC6yKovhkEg6gfapyxVWZ88pYDf","https://docs.google.com/document/d/1bg9Z5VQd-zohzBpER5P8RiQoS5xGJzsb/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1wzfz6lT5kUiMsGoXLCa5sLai2AJqgTnt","/2026/Teaching and Learning Programs/4. Dairy Farming","4. Dairy Farming","folder","application/vnd.google-apps.folder","","2026-01-28T00:59:15.713Z","1fsDGq71FrHfnko_g3rlhUjQL4-1Y1EVn","https://drive.google.com/drive/folders/1wzfz6lT5kUiMsGoXLCa5sLai2AJqgTnt","listed"
"1-E4nw0eqQOx41TjKjheL101vf_vio_za","/2026/Teaching and Learning Programs/4. Dairy Farming/0.1 Dairy Farming Program.docx","0.1 Dairy Farming Program.docx","file","application/vnd.openxmlformats-officedocument.wordprocessingml.document","25797","2026-01-28T01:13:18.000Z","1wzfz6lT5kUiMsGoXLCa5sLai2AJqgTnt","https://docs.google.com/document/d/1-E4nw0eqQOx41TjKjheL101vf_vio_za/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1CVTKSm9-zIkojfNuOu_ThHySx0VZjYPJ","/2026/Teaching and Learning Programs/4. Dairy Farming/1.1 Introduction to Dairy Farming & Breeds.pptx","1.1 Introduction to Dairy Farming & Breeds.pptx","file","application/vnd.openxmlformats-officedocument.presentationml.presentation","9690230","2026-01-28T01:14:06.000Z","1wzfz6lT5kUiMsGoXLCa5sLai2AJqgTnt","https://docs.google.com/presentation/d/1CVTKSm9-zIkojfNuOu_ThHySx0VZjYPJ/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1RdRJZbg8ZWSFbIYb-nXc5nY01jL3djo_","/2026/Teaching and Learning Programs/4. Dairy Farming/1.2 Introduction to Dairy Farming & Breeds.docx","1.2 Introduction to Dairy Farming & Breeds.docx","file","application/vnd.openxmlformats-officedocument.wordprocessingml.document","5428198","2026-01-28T01:14:09.000Z","1wzfz6lT5kUiMsGoXLCa5sLai2AJqgTnt","https://docs.google.com/document/d/1RdRJZbg8ZWSFbIYb-nXc5nY01jL3djo_/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1RRHPrUysaaVRugyk_sMvzMLMY__FAG7S","/2026/Teaching and Learning Programs/4. Dairy Farming/10.1 Careers in Dairy.pptx","10.1 Careers in Dairy.pptx","file","application/vnd.openxmlformats-officedocument.presentationml.presentation","18668072","2026-01-28T01:14:50.000Z","1wzfz6lT5kUiMsGoXLCa5sLai2AJqgTnt","https://docs.google.com/presentation/d/1RRHPrUysaaVRugyk_sMvzMLMY__FAG7S/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1ey85RxPFVrlKH6kD2Vo93YNJmhDmpbpx","/2026/Teaching and Learning Programs/4. Dairy Farming/10.2 Careers in Dairy.docx","10.2 Careers in Dairy.docx","file","application/vnd.openxmlformats-officedocument.wordprocessingml.document","1854533","2026-01-28T01:14:51.000Z","1wzfz6lT5kUiMsGoXLCa5sLai2AJqgTnt","https://docs.google.com/document/d/1ey85RxPFVrlKH6kD2Vo93YNJmhDmpbpx/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1sXioSmDblAZByQ9rvWRlbALR2oxFd7Xg","/2026/Teaching and Learning Programs/4. Dairy Farming/2.1 Anatomy of the Dairy Cow .pptx","2.1 Anatomy of the Dairy Cow .pptx","file","application/vnd.openxmlformats-officedocument.presentationml.presentation","7267386","2026-01-28T01:14:10.000Z","1wzfz6lT5kUiMsGoXLCa5sLai2AJqgTnt","https://docs.google.com/presentation/d/1sXioSmDblAZByQ9rvWRlbALR2oxFd7Xg/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1oYXheETFHdQe7ylyq7nYCTUx-Fgh_GKv","/2026/Teaching and Learning Programs/4. Dairy Farming/2.2 Anatomy of the Dairy Cow.docx","2.2 Anatomy of the Dairy Cow.docx","file","application/vnd.openxmlformats-officedocument.wordprocessingml.document","2187702","2026-01-28T01:14:12.000Z","1wzfz6lT5kUiMsGoXLCa5sLai2AJqgTnt","https://docs.google.com/document/d/1oYXheETFHdQe7ylyq7nYCTUx-Fgh_GKv/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1fxDbtaP3Z8ZW25hFgvCCbI27Ht2Cjv1D","/2026/Teaching and Learning Programs/4. Dairy Farming/3.1 Milk Processing & Marketing.pptx","3.1 Milk Processing & Marketing.pptx","file","application/vnd.openxmlformats-officedocument.presentationml.presentation","10899834","2026-01-28T01:14:16.000Z","1wzfz6lT5kUiMsGoXLCa5sLai2AJqgTnt","https://docs.google.com/presentation/d/1fxDbtaP3Z8ZW25hFgvCCbI27Ht2Cjv1D/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1l7GhtX0705BUje10V0wHZ0QK7BJhHzs-","/2026/Teaching and Learning Programs/4. Dairy Farming/3.2 Milk Processing & Marketing.docx","3.2 Milk Processing & Marketing.docx","file","application/vnd.openxmlformats-officedocument.wordprocessingml.document","1855265","2026-01-28T01:14:18.000Z","1wzfz6lT5kUiMsGoXLCa5sLai2AJqgTnt","https://docs.google.com/document/d/1l7GhtX0705BUje10V0wHZ0QK7BJhHzs-/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1fj3r1I8kMMMmq1BriFuASr6O1nbAi6I0","/2026/Teaching and Learning Programs/4. Dairy Farming/4.1 Australian Dairy Industry & Deregulation.pptx","4.1 Australian Dairy Industry & Deregulation.pptx","file","application/vnd.openxmlformats-officedocument.presentationml.presentation","6952632","2026-01-28T01:14:20.000Z","1wzfz6lT5kUiMsGoXLCa5sLai2AJqgTnt","https://docs.google.com/presentation/d/1fj3r1I8kMMMmq1BriFuASr6O1nbAi6I0/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1p99bzWwn74VN5joM2Z7HsmICdWdbtP8B","/2026/Teaching and Learning Programs/4. Dairy Farming/4.2 Australian Dairy Industry & Deregulation.docx","4.2 Australian Dairy Industry & Deregulation.docx","file","application/vnd.openxmlformats-officedocument.wordprocessingml.document","2550734","2026-01-28T01:14:22.000Z","1wzfz6lT5kUiMsGoXLCa5sLai2AJqgTnt","https://docs.google.com/document/d/1p99bzWwn74VN5joM2Z7HsmICdWdbtP8B/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1uCxc9RV3mpqAgQ8S8nf61hZi64Vs5vAZ","/2026/Teaching and Learning Programs/4. Dairy Farming/5.1 Female Reproductive Anatomy.pptx","5.1 Female Reproductive Anatomy.pptx","file","application/vnd.openxmlformats-officedocument.presentationml.presentation","6354262","2026-01-28T01:14:24.000Z","1wzfz6lT5kUiMsGoXLCa5sLai2AJqgTnt","https://docs.google.com/presentation/d/1uCxc9RV3mpqAgQ8S8nf61hZi64Vs5vAZ/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1WPfcsEnBWC6aBGrcYxJhQtQ0exi9SPE3","/2026/Teaching and Learning Programs/4. Dairy Farming/5.2 Female Reproductive Anatomy.docx","5.2 Female Reproductive Anatomy.docx","file","application/vnd.openxmlformats-officedocument.wordprocessingml.document","2341917","2026-01-28T01:14:27.000Z","1wzfz6lT5kUiMsGoXLCa5sLai2AJqgTnt","https://docs.google.com/document/d/1WPfcsEnBWC6aBGrcYxJhQtQ0exi9SPE3/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
"1iA1wOwsSUs_QCXHqG16s5WW7dDgVDTCM","/2026/Teaching and Learning Programs/4. Dairy Farming/6.1 Hormones & the Oestrous Cycle.pptx","6.1 Hormones & the Oestrous Cycle.pptx","file","application/vnd.openxmlformats-officedocument.presentationml.presentation","7298063","2026-01-28T01:14:30.000Z","1wzfz6lT5kUiMsGoXLCa5sLai2AJqgTnt","https://docs.google.com/presentation/d/1iA1wOwsSUs_QCXHqG16s5WW7dDgVDTCM/edit?usp=drivesdk&ouid=104901315096849762076&rtpof=true&sd=true","content_read"
